発言者,発言内容,年月日,会議の名称
交通課長交通課長,"はい。
300mのそのそもそもの出来た経緯というところでございます。
やはり在庫そもそもできた理由としてはそれぞれ作ってる駐輪場がまず駅前の放置自転車対策というふうにのために作られたというような経緯がございますその中で、やはり駅前からある程度離れた方々が通勤通学で、その駅を利用するためにその駐輪場を使うというところで、どちらかというと近くの方についてはどちらかというと法で来ていただいて、なるべく駐輪場を遠くの方に使っていただこうとか、そういった経緯があるかというふうに考えてございます。
以上でございます。",2025/12/10,環境建設
青木委員,"はい。
確認させていただきました私も覚えております。
つまり300m例えばですね月島清澄通りですと、月島駅からちょうど月島区民センターの辺りまでが300mあります、ありますと言って本当に歩ける範囲ですね。
そのときにただこの300mルールによって止められない。
駐輪場が定期利用できないということについて、二つ要望がありまして本当に本当にその300mを1分でも早く行くために、自転車で来たいという方と、当時は駐輪場代わりの利用をしないようにという意味があったとどちらかというとそちらの意味が大きかった。
ということですよね今答弁がございましたが、ただし、火が作ってみると、地下ですし、それほど便利でもないので、空いているなら使おうということなのでつまりこれは300m以内のマンションの方もはっきり言って駐輪場代わりに使ってもいいですよと理解してもよろしいでしょうか？そういう要望も多いんです。
お願いします。
委員長。",2025/12/10,環境建設
交通課長交通課長,"はい。
今のその300m未満の例えばマンションの駐輪場の代わりに使っていいのかと、そういったご質問かと思います。
今回はあくまでその駐輪場を使うL型については、その当該の駅を使って例えば通勤される通学される、そういった方が定期利用の要件となっております。
そのためそういった通勤通学の利用でない他の方についてはその駐輪場て企業をお申し込みいただくことはできませんので、そういう意味では駐輪場かを自分たちのマンションの駐輪場代わりに使うということはできないというふうに考えております。
やはりですね駐輪場、各おうちのですね駐輪場に関しては、それぞれの敷地の中で、例えばマンションであればマンションの中で確保してもらう。
それが大原則かというふうに考えてございます。
以上でございます。
青木委員それはよくわかるんですがあそこ高層マンションではなく11階建てぐらいのマンションがずらっと並んでいて、意外と駐輪場がつくないお子さんが小さいときに入居して、最初は1台ですだのがお子さんが大きくなって、4人分必要になったとかだんだん必要になってくるわけですよね。
開いてるっていうよりも月島の地下の駐輪場はかなり空いてますので私はここ、これを読んで、地下駐輪場や駐輪場代わりに使ってもいいんだろうなと。
これはすごい山だなと理解したんですが駄目です。
委員長。",2025/12/10,環境建設
交通課長,,2025/12/10,環境建設
交通課長,"はい。
今回その要件の緩和をする部分でおきましては、特にですねマンションの駐輪場替わりで使えるように要件を変えるという考えではございません。
ただ、ですね一方でやはり民間の建物の中で駐輪場をしっかり使っ作っていただくそれは非常に重要だというふうに考えております。
この取り組みとは別にですね、現在民間の建て替えの際に、その駐輪場をしっかり作ってもらうために区としてもですね、そういった駐輪場の整備のガイドラインこういったものも今年度検討しているところでございます。
なので、そういったガイドラインに沿って今後建て替えする際大規模な改修をされる前際にしっかりと駐輪場を作ってもらえるようにな取り組みを行ったものも併せて今後考えていきたいというふうに考えてございます。
以上でございます。
青木委員あえてお聞きしますが、これが駐輪場代わりに使っているか、あるいは定期利用で通勤のために使っているか。
わかります。
わかるんでしょうか？委員長。",2025/12/10,環境建設
交通課長交通課長,"はい。
駐輪場のお申し込みの際に、痛覚先はどこですか。
通勤先はどこですか。
そのあたりをしっかり書いていただいておりますので、そういった中でしっかりと審査をして、おります。
以上でございます。
青木委員わかりました。
ありがとうございました。
そうです。
では、強化の方ですね。
注意2それから警告札ということで、木を強化する。
これは大変大事だと思います。
いくつか疑問がありまして先ほど議員からもあり、質問がありましたが、やはりあの今、まず変換手数料これが3000円ですが、実際に一時的にせよ今の銀座のみの社会的実験のようなものですので、この変換手数料3000円のの中でどうかということと、やはり頻繁にチェックをするということで、人件費も上がりますしかかりますし、燃料費ももちろんかかると車も必要になるということで、どれくらいこれ先ほど予算予測に向けてというお話もありましたが、当然コスト増というのは計算に入れた中で、この変換手数料も大体で結構ですので、私はもっと上げた方が罰の意味も込めますペナルティの意味も含めましてあげてもいいんじゃないかと思うんですが、どれくらいを考えていらっしゃる。
委員長。",2025/12/10,環境建設
交通課長交通課長,"はい。
ご自転車の変換手数料についてでございます。
今委員からご案内ありました通り、現在3000円のを1台につきですね3000円の返還手数料というものをいただいてございます。
今回ですね、このお取引取り付け注意札の取り付け期間の短縮を行った後もですね、そのあたりの変換手数料については特にですね変更する予定は今のところございません。
やはりさん他の区の状況も見ながらそういった手数料については日々確認していきたいというふうに考えております。
以上でございます。
青木委員わかりました。
再度申し上げますが、もうちょっと上げてもいいかなと思います。
先ほど2400台です。
1年間にあの台数も出ておりましたがペナルティの2700台ね。
失礼しました。
いいかなと思いました予測で数値出てくると思いますので会社でもよく考えたいと思います。
それからですね。
先ほどシルバー人材センターの話も出ましたが、今見回っていらっしゃる方がアイオワ州は人材センターの方じゃない、ないんですね。
見回りの方は今、どなたがやってらっしゃるかということと、何て言うんでしょう。
現行版逮捕って逮捕じゃないですけれどもね、現行犯のときはどういう注意を。
注意はってできるんでしょうか？委員長。",2025/12/10,環境建設
交通課長,,2025/12/10,環境建設
交通課長,"。
はい。
放置自転車対策につきましては様々な委託を出しております。
その中で委託先については民間の業者の方に委託をしておりまして、大きく2種類ほどの発注をしております。
一つが、放置放置されてる自転車に対して注意札を貼ったり、警告札を貼る、さらには撤去するというところさらにはもう一点がですね、放置自転車をしようとする方々に対して口頭で警告してここは止められませんよと、そういった委託も多くの方では出しております。
そういったようにですね様々な角度から放置自転車の防止というものを図っているところでございます。
以上でございます。
青木委員わかりました。
口頭警告ですね大変今の時代、難しいと思うんですがが、具体業者名は出さなくて結構ですのでどういう方がどういう形で警告を行っている。
でしょうか？医委員長。",2025/12/10,環境建設
交通課長交通課長,"はい、そういった口頭警告につきましては一般の民間の委託会社の方なんですけどもそういった方々が本当に止めようとする際に、ここは放置例えば放置禁止区域ですよと。
ですので、駐輪場についてはあちらにあるのでそちらをご利用くださいとかそういったお声掛けを日々させていただいているところでございます。
以上でございます。
青木委員すいませんちょっと話がずれてきたかもしれませんがちょっとこれ最後の質問です。
先月ちょっとご相談を受けまして、ここは止めちゃ駄目ですよって注意をしたら、名札をつけていたので、名札を今ね、皆さんすぐスマホを出すので、名札を取られてお前はなんだかんだ。
手を出さないんですけれども、スマホでいろいろ取られて、それがすごく怖かったっていう。
私もそれは怖いだろうなってそのビデオがどう捉えるかわからないですし、カスタマーハラスメント中央区でも条例できましたけれども、それが当てはまりにしても取られるということがもう事実だったわけですからその辺を私はちょっと危惧をしてるんですけれどもね今までは本当に強くて、皆さんお上品で、これ言っちゃいけないことですかね。
今までは問題なく過ごせたようなことでも、どこで問題が起きるかわからないというところも、これからはいろいろ準備をしていく。
必要があるなと自分で思っておりました。
何かご意見があれば教えあればアドバイスであれば教えてください。
委員長。",2025/12/10,環境建設
交通課長交通課長,"はい。
やはりですね例えば口頭注意した際にその止めようとしている方々が、やはりなぜ止められないんだ、そういうお声も多々あります。
実際に現場だけではなくて、区の方にも直接なんで止めさせてもらえないんだ道路上にそういったお声もあることは事実ですので、ただそこに関してはやはり、なぜ止められないんだってことをしっかりと微妙説明してご納得いただけるように取り組んでいきたいと思っておりますし、カスタマーハラスメントのようなこともあるってもそのあたりは毅然とした態度で取り組んでいきたいというふうに考えてございます。
以上でございます。
青木委員毅然とした態度中様ですね。
ありがとうございました以上です。
それでは青木委員は副副委員長　席へお戻りください。
それでは議題環境保全および建設行政の調査について質問者の発言を願います。",2025/12/10,環境建設
角屋委員,"はい。
委員長　よろしくお願いしますはい。
すいません。
議題として私BPはですね、主なリユース活動の取り組みについてお聞かせいただきたいと考えております。
廃棄ではなく、リユースするという選択肢が音楽でも増えております。
ゴミの排出量の削減にも繋がっているというふうに認識しております。
結果の廃棄物という雑誌の中で、次もPスポット今年の上半期でゴミの削減量が1600t突破ということが記載されておりました。
株式会社美ボディーは官民連携の不用品リユース拠点、地元Tスポットで2025年上半期にリユースされた不用品の送料ゴミの削減量が全店で約1600点1600tに達したという同社は上半期だけで1600t1600tというゴミ削減量は、ゴミ収集車で約800台分の不用品が廃棄されることなく、地域内で新たな価値に生まれ変わったことを意味しているというふうにここの報道され、雑誌には書いてあります。
本部では標準副宇藤のリユース事業をリポートリサイクルハウス風車下期を行くおいくらなどの主な理由リユース活動の取り組みがあります。
本日は事務tをいくらの取り組みについて質問したいというふうに思います。
まずリボンT個人間での取引を希望する方、そしておいくら一度に複数のものを処分したい人を速やかな取り組みを希望するなど、そういった本区としても、ライフスタイルに合わせた取り組みをこの区民の方が選ぶことができる、そういった選択肢を御提示しているというふうに認識しております。
特においくらについては今年の8月からスタートした。
ていうところでもございます。
また、この地元についても、結構評判がいいというふうに聞いております。
それぞれ事務てよいくらのですね、この状況などわかりましたら教えていただきたいと思います。
また、どのぐらい削減できたとか、そういったこともあるとありがたいです。
お願いします。
委員長。",2025/12/10,環境建設
環境課長環境課長,"はい、おいくらと地元Tの取り組みに関してでございますけれどもまず地元Dの取り組みに関してですがこちらまず風車2施設と連携してるところに関しましては、令和5年3月、協定締結以降、八丁堀それから昨年の7月から箱崎町の方にも拡大をし、連携した取り組みさせていただいているところでございます。
概ね閲覧だったり利用というところに関しましては、横ばい傾向で一定の利用がされている状況かなというふうに考えているところでございます。
また、風車を経由しないで工賃でご登録をされてGMTを活用するそういった方もいらっしゃいますけれども区のホームページからも事務Tのホームページに飛んだ数ですね。
そういったところの実績を見ますと、令和5年度から6年度に関しましては、1.5倍ぐらいに増えたというところもございますので、引き続き周知を図りながら動向注視してまいりたいと考えているところでございます。
また、おいくらに関してでございますけれども、これ委員ご紹介ございました本年8月5日に協定を締結いたしまして、新たな連携としてスタートする。
ところでございます。
こちらも毎月実績をいただいてると事業者の方から実績を提供いただいているところでございますけれども、大体ですね末直近11月すいません。
10月2、ごめんなさい11月ですね11月の実績で申し上げますと、区のホームページを経由して査定依頼を行った数というのが実際に成立した数ではございませんけれども査定依頼をした数というところでことでは210件で40060品目、これは1ヶ月の実績として上がっているところでございまして、8月以降順次増えている状況がございますので、我々の期待していた家具家電を中心に利用が増えているかなというところで認識をしているところでございます。
実際それでどれぐらいゴミが削減できたかというところについては今後ですねやはり年間通してどうだったかというとこで見なければならないところでございますので今後集約する中でその効果を長期的に見極めてまいりたいと考えているところでございます。
以上でございます。
角屋委員ご丁寧にありがとうございます。
本当にそのまんま例えば転居するときにですねいらなきゃいらなくなったソファーとか大きな家電とかですね私は本当にいろんな方が中国から外に出る方がいてですね、これは使えないかっていうようなお話をいただいて、こういった中央区が行ってますっていうことも、なんかもうお知らせしたりとか、さしてはいただいております。
本当に特に若い方なんかは本当にスマートフォンとかでですねパチッと写真撮ってできるっていう、そう言って快適なところもすごくいいのではないかなというふうに思います。
本区の特徴としても、やはり他の自治体から中央区に入ってくる方、また出る方についても、かなりいらっしゃるというふうに認識しているところでございます。
そういった中で、この地元ピーヤをいくら取り組みっていうのはまた注視していきたいというふうに思っております。
前にもちょっと1回お話ししましたが、このおいくらのについてのトラブルっていうんですか。
多分ないのかもしれないんですけどもその点と、今後のこの啓発活動についてのお考えについてわかりましたら教えていただきたいと思います。
委員長。",2025/12/10,環境建設
環境課長環境課長,"はい、まずいくら活用に伴うトラブルというところでございますけれども、4個約4ヶ月運用してきたところでございますけれども、これまで苦情という形でいただいたものとはございません。
引き続き事業者とやり取りする中でですねそういったことがないかというのはしっかりと把握してまいりたいと考えております。
それと今後の啓発というところでございますが、我々も思った以上にいいスタートが切れたなとの利用が所からあったなというところで考えているところではございますが、やはりこれから年末年始の大掃除の時期、また引っ越し等に伴うですね、そういった時期も迎えてまいりますので、時期も捉えながら、周知を行っていければと思いますし、あとは風車事務てそれからいくらこういったリユースの選択肢がありますよといったことを周知するようなチラシの作成、そういったのも今取り組んでいるところでございますので様々な媒体を活用しながら、こういったのを知っていただいてリユースに繋げる取り組みに繋げてまいりたいと考えております。
以上でございます。
委員長。",2025/12/10,環境建設
角屋委員,"ありがとうございます。
廃棄でなく、リユースするという選択肢が増えてきて、リユースの大水深は使い捨てを減らして資源を循環させることで、ゴミの発生抑制と焼却焼却した後のですね、捨てるはいとかですね、そういった物の場所についての削減に繋がってくるのではないかなというふうに思っております。
また、これによりCO2のはい排出の抑制、環境負荷の軽減が期待でき、持続可能な社会形成に資する重要な取り組みというふうに考えております。
今後とも努力をお願い申し上げます質問は以上です。
ありがとうございます。
それでは次の質問者の発言を願います。",2025/12/10,環境建設
上田委員,"はい、私からは2点お伺いをさせていただきます。
1点目、晴海地域におけるまち作り特に安全性についてです。
現在晴海フラッグにおいていわゆる白タク問題が報道されるなど地域の安全性の確保というのは様々、既に議論されています。
こうした個別の事象への対応はもちろん必要ですが、より俯瞰的なまち作り全体の観点として区は現在の晴海地域の安全性確保をどのように捉えているのかその計画を確認させてください。
また、晴海地域全体を私自身も歩いていますと晴海トリトンスクエアが後ですねフラッグ側の回遊性の不足ということが少し気になります。
地域としての一体感や盛り上がりを醸成していくためにこの両エリアを繋ぐ更なる仕掛けが必要だと考えますが区のご見解をお聞かせください。
もう一点が浜町公園における安全対策についてお伺いをいたします。
2学期から日本橋中学校が浜町校舎へ移転したということに伴い交通公園周辺や園内の通行量というのは以前よりも増しているというふうに感じております。
そうした中、区民のお母様方からですね自転車に乗ったままスピードを緩めずスポーツセンターに向かって走る人が多くて危険だという切実なご相談をいただいております通学路とも重なるこのエリアにおいて、区として現在どのような安全対策を行っているか具体的にお示しください。
以上です。
委員長　まちづくり事業担当課長街作り事業担当課長私からは一点目の晴海の安全性や回遊性を含めたまち作りの考え方についてお答えさせていただきます。
地域の防犯面に係る対応につきましてはの所管で対応しているところですけれども、まち作り全体の計画としましては、東京都との中央区で策定しました晴海まち作りの考え方こちらの計画などですね上位といたしまして、それに基づき民間開発を進めてきたところでございます。
この町晴美町作りの考え方につきましては防犯の観点からの方針を掲げておりまして、例えば開発の際に敷地内ですけれども照明の設置また死角をつくらないようなそういう施設計画にしていただくといったようなその方針を示しておりまして区としましても地元のご意見もいただきながらまた地元事業者の協議も押しながらですね、安全安心なあのまちに寄与するよう協議をしてきております。
また、の回遊性でございますけれどもこちらは選手側の整備を契機として晴海全体のあの将来ビジョンというものを地元とともに策定をしております。
特に晴海の東西方向の中心地区としては幹線道路沿い、こちらには多様な都市機能を集積して、街区分断することなく逃げよう地区全体で作っていこうというような考え方また晴海の外周水辺につきましても歩行者ネットワークを形成すると、このようなことを掲げまして、民間開発の計画誘導のみならずですね、地域イベントの調整ですとか、さらには公共工事もですね着実にあの埠頭公園の整備もそうですけれども、そういったものが着実に進むよう東京都と調整を図ってきたところでございます。
晴美山トリトンが会派まず第1号ですけれどもそのTRITONの開発を始めとしてこれまでまち作り協議会の地域の方との意見交換などですね一つ一つやはり丁寧に行ってきておりますので引き続き今年ましても官民連携というところでまち作りを進めてまいりたいと思ってございます以上です。
議長道と緑の課長、水と緑の課長はい私から浜町公園内での自転車の安全対策といったところでお答えいたします。
委員おっしゃられた通りですね日本橋中学校の浜町校舎が2学期から開始されておりまして、浜町公園が今まで以上にですね、あの人であったり、お子様も含めて、利用が多くなっているのかなというふうに考えているところでございます。
公園全体のまず自転車利用というところで言いますと区立公園条例ですね、自転車の乗り入れは禁止しておりまして、浜町公園におきましても何かなんかは降りていただくというのが原則になっておりますので、現状はですね、こちらぐらいのサインを置きまして、それで周知をしたり、入口部分にフラワーポットを置いて自転車の方を降りていただくような安全対策で促しているところでございます。
また、ですねそういった日本橋中学校が新たに開放されたことによる浜町公園内でのトラブルとか、そういったものは今のところですね一見ございませんでして、教育委員会の方もですね、お子様にそういった公園内での利用をマジで安全利用というところを徹底していただいているようですので公園管理者と教育委員会とまたスポーツセンターでましたが特にスポーツセンターの利用者の方が乗り入れるというケースもあるようですので、スポーツセンター側の方にも同じく周知しておりまして、三者連携して自転車対応をしていきたいなというふうに考えているところでございます。
以上でございます。",2025/12/10,環境建設
都市整備部長都市整備部長,"1点目の晴海のまちづくりの安全性の部分でございますけれども、安全というところにつきましては様々な観点から、まち作りの中では取り組んでございます。
先ほど課長の方で答弁した防犯灯等の安全面だけではなくて、災害に対する防災に対する安全面だとか、あるいは高齢者だとか障害者の方々も歩きやすい歩行環境なりバリアフリーなり、そういった安全面だとか様々な観点から取り組んでございますので、そういった形でのまち作りというものに取り組んでいるところでございます。",2025/12/10,環境建設
上田委員,"はい、それぞれありがとうございます。
まず1点目のところですねご答弁いただいた内容は理解をいたしてつもりです。
今のこの計画は平成確か31ですか。
いずれもオリンピックを見据えたという形で計画が策定しているというふうに理解をしております。
今大会が終了して、観客でしたが、そして実際にまちびらきが行われていったというこの現状に踏まえてですね、私ども議員側にも様々特に晴海フラッグからご意見がよく私にも寄せられています。
横断歩道がもっと欲しいとか、照明は法的には問題ないけどもっと明るくしてほしいとか、逆に騒音がどうだとか様々くる中で、その計画全体のブラッシュアップあるいは見直しというものを区としてもですね、今一度図る時期に来てるのではないかなというふうに私は感じておりますその際は、民間主導という民間を中心にというところももちろんあろうかとは思いますがその公共空間の活用と、あとは晴海のみならず豊洲だったりとか区をさっき言ったですね、湾岸地域全体でのですね、人口増を織り込んだ形のまち作りの進化というものは考えていく必要があろうかと思います。
ぜひご検討いただければと思います。
もう一点目のですね狭間町公園の件につきましては対策をいろいろ行っていただいてるとありがとうございます。
ただ、これ報告が終わってないから大丈夫だろうという話ではないと思っていまして実は私自身もあの家が近いもんですからあの1週間ほど夕方の時間帯に拝見をしておりました私の、あくまでも定点観測1週間の結果ですが429台2名ですね。
うち8名ほどしかおりてないと、これ私の確認ですが割合すると1.49%いうことで非常に下りてない方が多いなというのが素直なところです。
だから何だという話で言うとですねやっぱりこの所管課としては取り組みはされていらっしゃると思いますが、やはり子供の件は事故が起こってから話をしても遅いと思っています。
警察との連携、通学路の分離、あるいは警備スタッフの常駐化など様々なことをですね全庁的に少し考えていただきたいということを要望いたしまして私からの質疑を終わります。
ありがとうございました。
次の質問者の発言を願います。",2025/12/10,環境建設
川畑委員,"はい。
私の方からはパークPFIの進捗状況についてちょっとご確認をさせていただきたいと思います。
本年6月30日、基本協定を事業者側と締結されたと思うんですけれども。
その後、ほぼ半年経過をしまして令和9年のオープンといいますか、これに開業されるということで、公園の再整備が完了するということですけれども、現状の進捗状況をちょっと教え願えないでしょうか？委員長　満尾緑の課長、水と緑の課長はい桜川公園のパークPFIの進捗状況でございます。
ホームページ等にもですね、周知して事業の透明性というかは図りまして。",2025/12/10,環境建設
今委員,"おっしゃられた通り令和9年度に全体オープンに向けて今事業動いているところでございます。
当委員会でもですね、随時報告させていただきまして、事業者の提案等をですね、報告させていただいているところでございます。
そんな中でですね地域、地元の方々が桜川公園を考えるつむぎ会というものをですね、事業者とともに形成しまして区事業者地域、地元町会、こういったところでですね。
せんだって事業者が公表した講演プランをですね、少しチューニングして、あの子いいとこ悪いとこ、もう少しこうした方がいいんじゃないかと地域が使う公園ですからより使いやすい今後使っていただく公園にするために、今そういった調整を図っているところでございます。
今年度中にですねその辺のご意見まとめて公園のを体系大きくは変わらないんですけれども、そういった部分がご報告できるかなというふうに考えているところでございます。
以上でございます。",2025/12/10,環境建設
川畑委員,"ありがとうございますちょっと令和9年の公園再整備完了し供用開始というスケジュールが提供されてご提示があったもんですから、ちょっと時間的にもうかなり実の残りの期間が、時間がちょっと短いかなと思いまして。
もしもう実施設計とかその辺りも入られているのであれば、委員会の方にもしっかりとご報告いただければと思っておりました。
私自身は公園の壁今回の高レベル3事業者として選定されましたけれども期待はしてるんですけれどもパークPFIの事業に関してはですね非常に懐疑的ではありましてなかなかその事業の実施が継続的にやっていただければいいんですけれどもそういった希望も的な観測も持っておりましてですね事業としてうまく継続していただきたいなというところと、それからあと公園利用者の非常に利便性の向上、あとはくつろぎの場としての公園これをさらに一層進めていただけるような、公園の改修工事であってほしいなというところが非常に強く思っております。
今回供用開始、大体これ時期的には令和9年というパック今年度内での開園ということを目指すことなんですけどどのぐらいを目途にしてらっしゃるかちょっと教えていただければと思うんですが緑の課長、水と緑の課長。
はい。
ご報告ですね。
令和7年4月の本委員会でもご報告している通り梅変わっておりませんが、令和9年度以降ということで、供用開始ですので、9年度をするか、その先入ってからかっていうところは、8年度工事をする予定ですので、また順次本委員会でもご報告差し上げるタイミングでしたいなというふうに考えてるとこでございます以上でございます。
カードありがとうございますご丁寧にありがとうございますではいろいろと少々、決まり次第またご報告いただければと思いますのでよろしくお願い申し上げます質問を終わります。
それでは、副委員長は隕石へお移りください。
青木委員それでは、議題としては1点だけお尋ねいたしますでも、大変重要な問題です。
私にとってはここ数週間で燃やすゴミの回収について何か進展がありましたら教えてください。
委員長。",2025/12/10,環境建設
中央清掃事務所長,"、中央清掃事務所長ここ1週間での燃やすゴミの進捗というところなんですけども今まで通りの収集をしておりまして、特にこれといってここをちょっと集中的に何かやってるとかっていうところはございません。
以上でございます。",2025/12/10,環境建設
青木委員,"私それはお答え私もずっと自分でも質問いたしましたのでその後も回ってるんですが新しいタイプのブルーネットと私は呼んでるんですがカラス余計あれで、昨日火曜日ですね、燃やすゴミの日だったんですが、ゴミが全部それで囲む生まれていまして、すごく感激してたんですが、あれはすごい変化だと思うんですがあの堂々とお答えいただければと思います。
そこまで一遍町中央清掃事務所長。",2025/12/10,環境建設
中央清掃事務所長,"、カラス余計の青いネットなんですけども確かにここのところ管理していただける方が多くなっておりまして、貸し出し数も増えているっていうところはございます。
貸し出すときに、当然ながら、かなり疲れないように何か置物を置いてくださいねとかってそういう指導をさしていただいてますので、その効果がちょうど月島地域に多くなってるのかなというような印象を持っているところでございます以上でございます。
以前ですと、多分2割ぐらいだったものが、ほぼ全部ですね。
ですから部分的にというよりも、町会とか連合町会単位で何か覚えてくださったのかなと思っていました。
それくらい全体が朝ブルーのネットで覆われていまして、当然一夢いませんでしたのでこれは本当に4年間ずっと言ってきて、変化がなかったものが、前回の一般質問は1週間ほどで、変わったのでそこについては本当になんて言えばいいんでしょう。
感謝いたします今後も続けて私の目標としてはあくまでも早朝回収まで持っていくということでこれは全く別のCANになりますけれども、ゴミの伊島からのゴミの回収ですね。
早い時間に回収をして、昼間はゴミがないという。
観光地としての中央区美化問題にも取り組んでいきたいと思いますがいずれにしてもどうもありがとうございました。
いつも終わります。
それでは副委員長　席にお戻りください。
議題環境保全および建設行政の調査については継続審査ということでよろしいでしょうか？さよう取り扱わさせていただきます。
次に、請願第8号日本橋室町1丁目地区市街地再開発事業に係る工藤配慮に関する請願の審査について質問者の発言をお願いします。
継続審査ということでよろしいでしょうか？採用取り扱いさせていただきます。
それでは環境建設委員会閉会をいたします。
ありがとう。",2025/12/10,環境建設
総務部長総務部長,"はい、それでは私からは、資料3から資料8までについてご説明させていただきます。
失礼いたします。
それでは資料3、令和8年第1回区議会定例会提出予定議案をご覧ください。
次期定例会に提出を予定しておりますのは、予算が7件次いで条例が次ページにわたって12件、契約が3件その他が1件、意見聴取が1件、そして報告が1件、さらに追加が予定される議案といたしまして、条例2件介護保険条例の一部を改正する条例および国民健康保険条例の一部を改正する条例並びにその他1件、東京都後期高齢者医療広域連合規約の一部を変更する規約となってございます。
それでは次ページにお移りいただきまして各議案の概要をご説明申し上げます。
初めに、令和8年度各会計予算でございます。
一般会計予算は1986億4975万5000円で、前年度に比べ359億2994万3000円22.1%の増となっています。
これは財政積立金の他、市街地再開発事業助成や総合スポーツセンターの改修の増などによるものです。
また、繰越明許費は、本庁舎の改修他13件、さらに次ページにお移りいただき、債務負担行為は、公衆浴場施設改善等資金融資の利子補給他22件を計上いたします。
特別区債は、教育債を計上いたします。
次に、国民健康保険事業会計予算は142億3150万2000円で、前年度に比べマイナス2億1778万1000円1.5%の減となっております。
これは保険給付費の減などによるものです。
続いて、次ページ介護保険事業会計予算は103億199万9000円で、前年度に比べ2億2380万2000円、2.2%の増となっております。
これは、保険給付費の増などによるものです。
次に、後期高齢者医療会計予算は42億9419万7000円で、前年度に比べ4億7511万8000円、12.4%の増となっています。
これは広域連合納付金の増などによるものです。
令和8年度予算については以上となりまして、続いて次のページ、令和77年度2月補正予算でございます。
まず、一般会計は、住民情報システムの標準化、ふるさと中央区応援寄附を活用した団体支援電線共同溝の整備、市街地再開発事業助成、住宅建築物耐震改修等支援事業および特別会計の繰出金について実績減などによる減額の他、職員の給与費を減額いたします。
一方で、区民の生活応援買物券の配布住民情報システムの運用、戸籍事務、生活保護総務費、各種基金への積立金を計上いたします。
この結果、一般会計では10億7481万2000円を減額するもので、補正後の予算額は1633億8253万1000円となります。
この他、繰越明許費として、住民情報システムの運用他10件を追加するとともに、1件を変更し、債務負担行為として、区民の生活応援買物券の配布、他1件を追加いたします。
次のページ、国民健康保険事業会計2月補正予算は、職員の給与費の減があるものの、令和6年度決算に基づく東京都などへの償還金の増などにより、1億6731万2000円を追加するもので、補正後の予算額は146億1659万5000円となります。
続いて、後期高齢者医療会計2月補正予算は、広域連合納付金の増などにより、2億9058万2000円を追加するもので、補正後の予算額は41億966万1000円となります。
次のページにお移りいただきまして続いて、条例案件となります。
1件目、行政手続き等における情報通信の技術の利用に関する条例の一部を改正する条例は、先ほど企画部長からご説明いたしました通りでございます。
次の公示送達のデジタル化に伴う関係条例の整備に関する条例からお進みいただきまして次のページ、中ほどの職員の給与に関する条例の一部を改正する条例までの各条例につきましては、後ほど別資料でご説明いたします。
次の事務手数料条例の一部を改正する条例につきましては、関係法令の一部改正により引用する関係法律の条項にずれが生じることに伴い、規定を整備するもので、本年5月1日から施行いたします。
次に、特定乳児等通園支援事業の運営の基準等に関する条例は、新規制定となります。
子供子育て支援法等の一部を改正する法律等の施行に伴いおめくりいただきまして、特定乳児等通園支援事業、いわゆるこども誰でも通園制度の利用定員に関する基準初回利用の際の面談の実施や、提供拒否の禁止など運営に関する基準事業者に対する過料等について定めるもので、本年4月1日から施行いたします。
なお、本条例の骨子を別紙2としてお付けしておりますので、後ほどご確認いただければと存じます。
次に、幼稚園教育職員の給与に関する条例の一部を改正する条例につきましては、後ほど別資料で触れさせていただきます。
次に、区立小学校および中学校の学校医、学校歯科医および学校薬剤師の公務災害補償に関する条例の一部を改正する条例は、都立学校の学校医等に準じて、1に記載した表の通り公務災害補償の補償基礎額を改定するとともに、次のページにわたって記載しております2の表の通り、介護補償の額を改定するもので、公布の日から施行し、1については令和7年4月にさかのぼって適用しについては令和7年8月に遡って適用いたします。
次に、区議会議員および区長の選挙における選挙運動の公費負担に関する条例の一部を改正する条例につきましては、後ほど別紙資料でご説明いたします。
条例案件は以上となりまして、続いて契約案件でございます。
築地児童館等の複合施設大規模改修工事、建築、機械設備、電気設備の各工事請負契約につきましては、制限付き一般競争入札を行った結果、それぞれ記載いたしました通り、契約金額および契約の相手方を決定し、仮契約を締結いたしました。
入札経過等につきましては、後ほど別添の資料をご参照いただければと存じます。
続いて、その他の案件財産の取得についてです。
区立桜川公園の再整備運営事業の用および公園内公衆便所の用に供するため、公募設置管理制度、いわゆるパークPFIにより、事業者が整備する特定公園施設について次のページに渡って記載の通り取得するものでございます。
詳細につきましては、別添で資料をお付けしておりますので、後ほどご参照いただければと存じます。
次に、意見聴取が1件、人権擁護委員の候補者の推薦についてでございます。
本年6月30日をもって任期満了となります。",2026/02/06,企画総務
