ID,会議の名称,発言者,人分類,発言内容,年度,年月日,委員会/本会議名称,議事関係
,令和7年 企画総務委員会(7月25日),早川防災危機管理室長,ほづみゆうき,"今回のちゅうおう防災カタログギフトで使用しましたドメイン、chuobosai.tokyoといったものでございますけれども、確かに、９月末で終了いたしまして、10月１日からは、そこを開こうと思っても、not foundという形で特設サイトは表示されない状況になるところでございます。

こちらのドメインの管理ですけれども、終了後５年間、2030年９月までは受託事業者の管理下に置いてございまして、その間は他者が別のサイトを立ち上げることができない状況になっていることを確認しているところでございます。

以上でございます。",,2025/7/25,企画総務委員会,理事者
,令和7年 企画総務委員会(7月25日),ほづみ委員,ほづみゆうき,"ありがとうございます。５年程度保持されるということで理解をいたしました。

中長期的には、先日、こちらの委員会でお示ししたとおり、自治体でしか使えないドメイン、lg.jpの利用をぜひお願いできればと思っております。ドメイン保持についてもお金がかかるということと、ドメインを見るだけで行政のサイトであることを示すということができる点で、そのサイト自身の安心感にもつながるかと思いますので、ぜひ御検討いただければと思います。

私からは以上です。",,2025/7/25,企画総務委員会,議員
,令和7年 企画総務委員会(7月25日),梶谷委員,梶谷優香,"よろしくお願いいたします。これまでの前委員の質疑の中で重ならない範囲で質問をさせていただければと思います。

まず、当初、５月31日までの締切りでしたが、６月30日まで延長となりました。最後の延長した１か月でどの程度駆け込みの申込みがあったのか、分かれば教えてください。

また、２回、はがきでの周知を期間中に行いましたが、はがきを送付した後に申込みが増えたのか、数字等で把握していればお聞かせください。

そして、これまでの当事業に関する質疑の中で、商品発送において、商品によっては発送が遅延している状況をお伺いしておりました。先ほど理事者報告の中で８月31日までに発送が全て完了するとの報告がありましたが、一番遅れた商品でどの程度かかったのかと、現在の商品発送の状況も併せてお聞かせいただければと思います。",,2025/7/25,企画総務委員会,議員
,令和7年 企画総務委員会(7月25日),早川防災危機管理室長,梶谷優香,"こちらの事業は、まず、当初、令和７年５月31日までを予定しておりまして、終了間際の駆け込み需要、こちらのパンフレットを再送してほしいというような需要が非常に多くございましたので、期間を１か月延長したところでございます。その中で、数字の取り方としては、５月末までの申込み率57.2％に対しまして、最終的には66.9％となりました。この間、9.7％ほどということですので、最後の１か月でかなりお申込みをいただけたのかなというふうに考えているところでございます。

また、勧奨はがきを送ったタイミングでの増加といったところでございますけれども、最初は３月に勧奨はがきを送りまして、３月から４月までで7.6％ぐらいという形で、それまで、毎月、少ない月ですと4.2％とかというような月もある中で、はがきを送った直後は少し申込みが増えたりというようなことがございますので、勧奨はがきの成果というものは一定程度あったのではないかというふうに考えてございます。

商品の配送状況ですけれども、こちらは非常に順調に進んでいまして、８月の末までたたなくても、その前に配送のほうは終了する予定でございます。そういう意味では、送れない商品はないものというふうに考えてございます。その中でもモバイルバッテリーですとか、あとは簡易トイレ、あと食料品の中でも人気のある商品が幾つかありまして、そこが欠品したといったものはございましたが、今はその辺が解消しておりまして、全ての商品をしっかりとお届けできる状況になってございます。

以上でございます。",,2025/7/25,企画総務委員会,理事者
,令和7年 企画総務委員会(7月25日),梶谷委員,梶谷優香,"もろもろ理解をいたしました。

１点、最後にお伺いしたいんですけれども、以前、さいちゃんの防災カルタがとても好評で申込みが多いとお聞きしておりましたが、最終的にどの程度申込みがあったのか、分かればお聞かせください。",,2025/7/25,企画総務委員会,議員
,令和7年 企画総務委員会(7月25日),早川防災危機管理室長,梶谷優香,"さいちゃんの防災カルタでございます。

こちらは、御希望されれば一緒に商品と送るものでございまして、全体で２万9,930個、率にしますと38.24％の方がこのカルタをお申込みいただいたという状況になってございます。

以上でございます。",,2025/7/25,企画総務委員会,理事者
,令和7年 企画総務委員会(7月25日),梶谷委員,梶谷優香,"ありがとうございました。

本事業は、区民の在宅避難の防災意識の向上が目的でした。私もカタログを拝見しまして勉強になることも多くあり、多くの区民に今回の本区の考えが伝わっていることを願っているところです。

まだコールセンターも９月８日まで開設されますので、最後まで丁寧なお取組をお願いして質問を終わります。",,2025/7/25,企画総務委員会,議員
,令和7年 企画総務委員会(7月25日),渡部委員,渡部恵子,"カタログギフト、長い間お取り組みいただきまして、本当にありがとうございます。私も、実は勧奨はがきを２度ほど頂きました。その理由というのは、このカタログギフトは非常によくできていまして、私は１人世帯ですので、5,000ポイントでどれを選ぼうか、これも欲しいけれども、7,000ポイントだ、では駄目だみたいな、選ぶ際にかなり逡巡しつつ、ただ、今もこのカタログを非常に大切に私は取ってあります。なぜかというと、とても捨てられないような内容が多岐にわたっているからです。例えば、安全確保ですとか、命を守るとか、食ですとか、衛生だとか、それに合わせた区内の様々な過去のデータも含めたり、過去の大きな災害ではどんな状況だったかという様々な情報がこの中に加味された、よくできたカタログギフトだったなと。それゆえに、私は今も手元に置いて、何かあったら見ようと思っているところでございます。それを前提に、今回、様々なデータをいただいたので、少し質問させていただきたいと思います。

前委員の皆様たちからも様々御質問がございましたけれども、今回申込みを残念ながらしていない世帯というのは、１人世帯の方々が多かった。そして、30歳未満の方が多かった。このことは、中央区は、年間１万5,000人ぐらい出たり入ったりするという中で、若い世代の方々は、ちょうど秋の異動、それから３月、春の異動、そして６月の異動という形で、割と異動、転勤に重なってしまって申し込めない方もいたのかなというふうに私なりに思いながら、実はこのデータを拝見しておりました。そもそもは能登半島地震があって、そして、その中で区政世論調査をしたところ、なかなか自助の取組が進んでいないと。まして、中央区の場合は自宅避難を呼びかけている以上は、どうしてもここをしっかり強化していただかなくてはならないということで、この事業に取り組んだということを、私は高く評価させていただくというのは非常に偉そうな言い方で恐縮ですけれども、こういうことをきっかけにして、区民の皆様に防災対策、そして自助の取組を促進するために非常に大切なんだということをいま一度伝えるためには、とてもいいきっかけをおつくりになったというふうに思っているところです。

その中で、これからちょうどもうすぐ区政世論調査の結果が出てくるでしょうか。今、もし数字があったら教えていただきたいんですが、昨年より、個人的な備蓄の結果がどれぐらい上がっているのかというところを、もしお分かりでしたら教えていただきたいと思います。

そして、２つ目の質問ですけれども、コールセンターを９月８日まで開設していると。現在、コールセンターには具体的にはどのような相談が舞い込んでいたのかとか、あるいはその中で、カタログギフトだけではなくて、災害対策に対しての何か区民からの御質問、具体的にはどうしたらいいのかとかいう声を拾っていらっしゃるのかなど、このあたりを詳しくお分かりでしたら、お知らせいただけますでしょうか。",,2025/7/25,企画総務委員会,議員
,令和7年 企画総務委員会(7月25日),小森広報課長,渡部恵子,"私からは、世論調査の備蓄の状況ということでございます。

世論調査は、現在、まだ集計中ではあるんですが、速報ベースでいきますと、例えば飲料水の備蓄であれば77％ぐらいというふうに上がっているところでございます。全体を今眺めても、去年の備蓄の状況を上回っているという状況は見てとれます。詳しくは、また今後報告させていただきます。

以上です。",,2025/7/25,企画総務委員会,理事者
,令和7年 企画総務委員会(7月25日),早川防災危機管理室長,渡部恵子,"ちゅうおう防災カタログギフトのコールセンターの状況でございます。

詳細にはこれからですけれども、途中経過での報告の中では、商品がまだ届かないんだけれども、どういう状況になっているのかというような問合せが一番多かったというふうに聞いてございます。また、商品をなかなか選べないので、どういうものがいいのか商品の詳細を聞くというような問合せ、また、カタログをなくしてしまったので再発行みたいな問合せは５月末まで非常に多かったというふうに聞いておりますが、それ以降、７月以降については、やはり商品の問合せが圧倒的に多いところでございます。

また、防災に関する一般的な御質問でございますけれども、防災にある程度知見のある事業者が受託しておりまして、一般的に答えられる質問についてはお答えになっているというふうに考えてございますが、そこら辺の詳細はまだ全て把握し切れておりませんので、これから決算を迎えるに当たって、その辺もしっかりと聞き取りをしたいというふうに思ってございます。

以上でございます。",,2025/7/25,企画総務委員会,理事者
,令和7年 企画総務委員会(7月25日),渡部委員,渡部恵子,"備蓄の数値が速報値でも上がっているということで、この取組は非常に大きかったなと。また、先ほど御答弁いただいた中にもございましたけれども、民生・児童委員さんですとか、ケアマネさんにまで通達して、かなり細かく告知を促進していったという御努力があった成果が今出ているのだなというふうに思いながら拝聴させていただきました。ありがとうございます。

そして、コールセンターは具体的には商品関係のお問合せが多かったのかなというところでございました。これからまだまだどういうふうに総括していくのかということはあると思うんですけれども、もしより一層詳しく考えていくのであれば、先ほど私が申し上げました転出入の年代とか、年間ベースでどこが一番転出していくのかということが分かると思うんです。そのパーセンテージの数字を読み込めば、１人世帯の方々、そして30歳未満が多かったということが検証できるのかなというふうにも感じております。

今回、こうした取組をしていただきまして、そして区民の方々は自宅で避難をしなくてはならない。その中で、自宅でもけがをしやすいということもかなり細かく出ておりました。そうした中で、いろいろな取組をそれぞれ選びながら、自宅での防災意識、そして備蓄、自助の取組が進められた、一歩、二歩前進した取組が行われたという結果の御報告をいただいたと思っております。

では、引き続き、私たちも区民の皆様には自宅避難を呼びかけていますので、さらなる自助の取組、そして共助の取組に向けても、これから一層お力添えをいただきたいと思います。よろしくお願いをいたします。ありがとうございました。",,2025/7/25,企画総務委員会,議員
,令和7年 企画総務委員会(7月25日),奥村委員,奥村暁子,"先月、この防災カタログギフトの問題も委員会で質問しましたが、中央区としても周知はできるだけのことは全てやったということで、66.9％という到達になっています。前委員からもお話がありましたけれども、世田谷区では76％など、中央区よりも10％高い数字になっているので、こういう申込率が高い自治体からも情報を得て、さらに申込みを増やしていくという研究もぜひしていただきたいということを要望として述べます。

この施策ですけれども、中央区にも毎年多くの転入してくる方がいる中で、定期的にカタログギフトを申し込む事業を実施する必要があると思いますが、その点についての御見解を伺いたいのと、先月も述べましたが、世田谷区などではウェブでの申込みの際にアンケートの要素も兼ねたものにして、区民の方から防災意識ですとか、防災についての意見を聞く仕組みにしているということです。そういうこともぜひ研究していただきたいと思うので、その点についての御見解をお示しいただきたいと思います。",,2025/7/25,企画総務委員会,議員
,令和7年 企画総務委員会(7月25日),早川防災危機管理室長,奥村暁子,"２点御質問をいただいたかと思います。

まず１点目、ちゅうおう防災カタログギフト、転入者向けへの継続的な実施といった部分でございますけれども、こちらにつきましては、能登半島地震の教訓を踏まえてといった中での緊急的・臨時的な対応ということで、13億円余の予算を用いまして実施したものでございまして、一定程度この成果は上がっているというふうに私どもは評価してございますので、ギフトという形での防災対策を継続的にというのは、現時点では考えていないところでございます。当然、防災対策というのは非常に大切ですので、そういう意味で、違った形で家庭内備蓄にしっかり取り組んでいただけるような普及啓発というのは、今後ともしっかりと行っていく考えでございます。

２点目のアンケート等、いわゆる区民の方の声ということでございますが、これは防災だけに限らないといったところで、区政に対しての声というのは、区では広聴等、様々行っております。防災の事業の中で、例えば講習会に来ていただいた方へのアンケートとかは行っておりますので、そういった機会ではしっかりと今までも行っておりますし、今後とも実施していきたいというふうに考えてございます。

以上でございます。",,2025/7/25,企画総務委員会,理事者
,令和7年 企画総務委員会(7月25日),瓜生委員長,瓜生正高,続いて、議題（１）、企画・総務及び財政の調査について発言はございますか。,,2025/7/25,企画総務委員会,議長/委員長
,令和7年 企画総務委員会(7月25日),ほづみ委員,ほづみゆうき,"よろしくお願いします。本区で利用している電子申請サービスへの不正アクセスの件について伺います。

７月15日に区のウェブサイトにお知らせとして掲載されていまして、トラストバンク社のサービス、ＬｏＧｏフォームが不正なアクセスを受けて、一部の個人情報が外部に漏えいした可能性があるということでした。今回、漏えいの可能性があるアカウントは399件、中央区に申請実績のある方が５名、一方で申請情報の漏えいはないということでした。この考え方について整理させてください。１点、区民のアカウントの中で流出したものはなかったかどうかという点、もう一点は本区としての情報漏えいがなかったかという点、こちらについて確認できればと思います。

もう一つ、再発防止についてです。一次対応としては、漏えいの可能性がある方にパスワードのリセットや個別連絡がされたことを確認しております。一方で、今後同様の被害を招かないためにも、何らかの対策が講じられるべきものと思います。トラストバンク社としては二要素認証を必須とするみたいなことも昨日確認をしておりますが、ほかにも何かお考えがあれば、お示しいただければと思います。お願いします。",,2025/7/25,企画総務委員会,議員
,令和7年 企画総務委員会(7月25日),宇田川情報システム課長,ほづみゆうき,"電子申請におけるアカウントの情報流出ということで、こちらの情報自体はトラストバンクの持ち物というような扱いになっておりまして、とはいいましても、区に申請のあった方の情報が５件ほど漏れてしまったことで、非常に重要な事案であるというふうに区としては考えております。

こちらの対応ですけれども、アカウントといいましても、実際は、トラストバンクのＬｏＧｏフォームのほうにアカウント登録をしておくと、中央区に限らず全国自治体で使われておりますので、そちらのほうで申請する際にログインすると、住所、氏名等の情報は入れなくても済むというようなものでございまして、データとしては、区の持ち物ではなく、トラストバンクの持ち物となっております。その関係で、実際にどの方の情報が流出した可能性があるのかということ等に限らず、教えてもらえないというような状態になっております。うちの区だけでなく、東京都も含めて、情報は求めたんですけれども、個人情報なので本人の許可を取らないと公開できないという回答をトラストバンクからもらっておりまして、今、区民の情報なのか、あるいは在勤者も当然できますので、在勤者なのかも５人について分からない状況でございます。

こちらの再発防止対策ですけれども、今、委員のほうから二段階認証必須ということで、基本的に、今回、二段階認証を入れていた方は情報流出がなかったことが確認されておりますので、まず二段階認証を必須ということで、トラストバンクが、利用者がたくさんいらっしゃいますので、利用者に対して、必須になりますというお知らせを案内した上で、８月の頭に切り替えるというふうに、今、聞いております。具体的にいつから実施というのは、また連絡が来ることになってくることになっております。また、今回の場合は、いろいろなアカウントから、アカウントというか、実際はメールアドレスなんですけれども、メールアドレスからパスワードを使って攻撃してくるというもので、トラストバンクは同一のＩＰ間の攻撃については遮断するというようなことを聞いております。

以上でございます。",,2025/7/25,企画総務委員会,理事者
,令和7年 企画総務委員会(7月25日),ほづみ委員,ほづみゆうき,"ありがとうございます。アカウント情報としては、管理がトラストバンクのほうで行われているので把握できないと理解いたしました。また、今後の対策に関しては、二要素認証必須というところとＩＰの制限もやられるということで伺いました。

こちらについては、今回、トラストバンク社の話ではあるんですけれども、区で管理しているほかのウェブサイトについても影響がある話かと思いますので、そこの横展開についても御検討いただければと思います。

私からは以上です。",,2025/7/25,企画総務委員会,議員
,令和7年 企画総務委員会(7月25日),渡部委員,渡部恵子,"１点、夏の避難所運営についてお伺いさせてください。

この夏も非常に酷暑が続いております。この間も様々、夏の避難所運営についても御対応いただいていると思いますけれども、現在はどのような御対応、設備を整えていらっしゃるのかお知らせいただけますでしょうか。",,2025/7/25,企画総務委員会,議員
,令和7年 企画総務委員会(7月25日),菅沼防災危機管理課長（参事）,渡部恵子,"夏の避難所対応の部分でございます。

こちらも、防災カタログギフトで実際に留意した点に対して、厳しい寒さ対策、それから本当に連日の猛暑を含めた暑さ対策という部分に留意して、避難所とか防災拠点の備蓄物資の増強を図っているところでございます。具体的に言うと、まず１つは扇風機の増強配備を行っています。各避難所の防災拠点の中の備蓄倉庫も相当備蓄品がいっぱいなので、共通のひもづけ倉庫みたいなところにきちんと配備しているというところが１つ。それから、もう一つはクーリングタオルといいまして、水にぬらして振ると、首元を冷やしてという部分の配備を我々はしているところでございます。何分それ以外の、快適なクーラーを入れてというところは、当然、ライフライン、電気が到達すれば、各小学校はクーラーを設備してございますので、そこは快適ですけれども、万一ライフライン、電気の途絶という部分に対しては、我々はそこを本当に懸念するというか、やはり扇風機とか、耐えしのぐツールが限られているところでございます。

いずれにしましても、本当にいつ何どき、季節を選ばずという災害に備えて、やはり区民の皆様方のアイデア等々もございますし、先ほど来、アンケート等と防災危機管理室長が答弁しましたけれども、皆様方の工夫策にも耳を傾けながら、私どもはよりよい避難所運営ができるように対策を講じていきたいと考えているところでございます。

以上です。",,2025/7/25,企画総務委員会,理事者
,令和7年 企画総務委員会(7月25日),渡部委員,渡部恵子,"北海道で40度近い状況が生まれるなんて、これまで一度もなかったことなので、自宅避難を余儀なくされるとはいえ、やはりこの点は区民の皆様も想像力を持って、いざ夏に災害が発生したときには窓を開けているだけでは足りないかもしれないというところで、今回様々、ＤＶＤですとか、新たにつくり直すということもございます。寒さには、着れば何とか耐え得るかもしれない。ただ、夏のヒートショックに関してはどうにもならないところがありますので、この点は区民の方々への一層の働きかけはもとより、お取組のほうも少しずつ進めていただければというふうに考えております。

以上でございます。ありがとうございます。",,2025/7/25,企画総務委員会,議員
,令和7年 企画総務委員会(7月25日),奥村委員,奥村暁子,"時間もないんですが、１点だけ、広く契約案件ということについてです。

中野区で区役所と一体に再開発する予定だったサンプラザ中野の工事が中止になり、協定が解除されるということがありましたが、この際に、区が当初結んでいた協定には違約金とか損害賠償の請求の想定を盛り込んでいなかったので、旧区役所の維持管理費も年間2,400万円負担することになり、そのツケが区民にのしかかる形になっているという話を読んだんですけれども、区では、契約案件で違約金とか損害賠償請求というものはきちんとこれまで盛り込まれていたのか、今後どうなのか。今、建築費とか人件費の高騰などもいろいろありますので、大変大事なことだと思うんですけれども、この点についてお示しください。",,2025/7/25,企画総務委員会,議員
,令和7年 企画総務委員会(7月25日),山﨑総務部長,奥村暁子,"一般的に、契約につきましては、契約履行上のものについては違約金、損害賠償はございます。当然、契約どおりに履行できなければ、そのものの損害の程度に応じて違約金をこちらがもらうというケースもあれば、こちらから、状況に応じて契約を早期に終了しなければならない、リース契約などで状況に応じて契約を中止しなければならないようなケースもございます。そういった場合は相手側に区から違約金を出すというようなケースというのは、当然、契約条項上、盛り込まれておりますので、その契約としての中身ではございます。

ただ、再開発ですとか、そういった建築の中で想定されないようなものがあった場合における損害の違約金の在り方というのは、やはりなかなか難しいところがございます。今回の中野区の件が、契約上、当然起こり得る、想定し得る状況の中で応じたものであれば、当然ながら損害違約金という条項はあったとは思うんですけれども、今回のように経済状況の中で異常な人件費ですとか、材料の高騰だとか、想定外の話ということになってくると、そこは協議というような状況の中で、それぞれの負担を分かち合うような形になるのかなというふうにも思います。そこは契約の状況、それから契約を破棄といいますか、解除しなければならない状況に応じて協議の中で決めていくというところもございますので、それは契約と環境によるものかなというふうに考えてございます。

以上でございます。",,2025/7/25,企画総務委員会,理事者
,令和7年 企画総務委員会(7月25日),奥村委員,奥村暁子,事業者と協議をするにしても、協定を結ぶ最初にそれを盛り込んでいくのか、それとも状況の変化が起きたということで、後で協議をするのかとか、最初からどの程度想定して協定に盛り込んでおくのかとか、いろいろな考え方があるとは思うんですけれども、中野区のような事例が起きないように、事前に、ある程度広い範囲での想定も踏まえた上で事業者と協定を結ぶ。途中で協定を結ぼうとか、内容を変えようとしても事業者が応じないとか、そういうこともあると思うので、最初に考えていくことが必要だと思うんですが、その点はいかがでしょうか。,,2025/7/25,企画総務委員会,議員
,令和7年 企画総務委員会(7月25日),山﨑総務部長,奥村暁子,"それはなかなか難しいというのが現状でございます。

以上でございます。",,2025/7/25,企画総務委員会,理事者
,令和7年 企画総務委員会(7月25日),瓜生委員長,瓜生正高,それでは、議題（１）、企画・総務及び財政の調査については、継続審査ということでよろしいでしょうか。,,2025/7/25,企画総務委員会,議長/委員長
,令和7年 企画総務委員会(7月25日),瓜生委員長,瓜生正高,"さよう取り扱わせていただきます。

続いて、議題（２）、請願第７号、選択的夫婦別姓制度をただちに導入するための国会審議を求める意見書の提出についての請願の審査について、質疑はございますか。それでは、継続審査ということでよろしいでしょうか。",,2025/7/25,企画総務委員会,議長/委員長
,令和7年 企画総務委員会(7月25日),瓜生委員長,瓜生正高,"さよう取り扱わせていただきます。

続いて、管内視察についてであります。午後は海の森公園の視察を実施いたしますので、午後１時30分、正面玄関前に集合願います。

午後１時30分まで休憩といたします。

なお、委員の方と担当部長はお残り願います。

（午前11時18分 休憩）

－委員会を閉じた後－

行政視察については、10月下旬からの２週間で、４常任委員会の視察を実施する予定であり、日程・視察先等詳細は正副委員長に一任する旨が確認され、了承された。

（午後１時27分 再開）",,2025/7/25,企画総務委員会,議長/委員長
,令和7年 企画総務委員会(7月25日),瓜生委員長,瓜生正高,再開（車中）,,2025/7/25,企画総務委員会,議長/委員長
,令和7年 企画総務委員会(7月25日),瓜生委員長,瓜生正高,"閉会（車中）

（午後３時39分 閉会）

「別 紙」

企画総務委員会視察等日程",,2025/7/25,企画総務委員会,議長/委員長
,令和7年 企画総務委員会(7月25日),日,瓜生正高,"程

委 員 会 開 会 １０：００

↓

[休 憩]

↓

区 役 所 出 発 １３：２７

委 員 会 再 開

↓

海 の 森 公 園 １３：５５～１４：５３

（説明・視察）

↓

委員会閉会（車中） １５：３９

区 役 所 到 着 １５：４８",,2025/7/25,企画総務委員会,議事関係
,令和7年 福祉保健委員会(7月29日),堀田委員長,堀田弥生,"おはようございます。ただいまより福祉保健委員会を開会いたします。よろしくお願いいたします。

本日、アルール委員は欠席します。

また、障害者福祉課長は欠席いたします。よろしくお願いいたします。

では、理事者報告に入ります。",,2025/7/29,福祉保健委員会,議長/委員長
,令和7年 福祉保健委員会(7月29日),堀田委員長,堀田弥生,"ありがとうございます。

発言の時間制についてでございます。発言の持ち時間制につきましては、既に御承知のとおりですので、よろしくお願いいたします。ただいまの時刻は午前10時６分です。自由民主党さん46分、立憲民主党・無所属さん22分、公明党22分、都民ファーストさん10分、参政党さん10分となります。なお、持ち時間にはこの後の議題である請願審査の時間も含まれます。

それでは、理事者報告に対する質疑に入ります。

発言を願います。",,2025/7/29,福祉保健委員会,議長/委員長
,令和7年 福祉保健委員会(7月29日),高橋委員,高橋元気,"私からは、資料１についてお伺いをさせていただきます。

産後ケア事業における訪問型の実施について、これは様々な事情がある方に向けて産後ケアが受けられる、選択肢が広がるという意味で非常にすばらしい対応であるかと思っております。今回、このように訪問型を実施するに当たりまして、どういった経緯で実施が決まったのかという点について教えていただければと思います。",,2025/7/29,福祉保健委員会,議員
,令和7年 福祉保健委員会(7月29日),武田健康推進課長,高橋元気,"今回の訪問型のサービスの開始についてでございますけれども、産後ケア、産後のかなり子育てに手がかかる期間に、育児手技ですとかを獲得するということ、あとは御本人、お母様にしっかり休んでいただくなど、様々ニーズがございます。その中で、今までの日帰り型や宿泊型というのは、お子さんがある程度小さくないと、寝返りをしたりですとか、そういう動きが出てくると、お子さんまでなかなか見切れないというところがございましたので、期間のほうも限られてしまうことが多うございました。だからといって、その期間が過ぎてから、そんなに手がかからなくなるというわけではございませんし、休息などの機会が得られないということも決していいことではございませんので、まず、期間の延長ということもニーズがありました。

その点でいいますと、訪問型の場合は御家庭でお子さんを見ていくということもあるので、４か月以上のお子さんに動きが出てくるような時期であっても対応することが可能となっております。また、様々な理由で御自宅から出ることがなかなかハードルが高い方々もおられるということもございました。ですので、そういった点から訪問型サービスを開始したところです。まずは宿泊型で、多くの場合は産後すぐにお使いになるケースが多いんですけれども、身体にかなり負荷がかかった直後に使っていただくという身体的なニーズが高いところから事業として、今回、この訪問型のほうを整えるに至ったというところでございます。

以上です。",,2025/7/29,福祉保健委員会,理事者
,令和7年 福祉保健委員会(7月29日),高橋委員,高橋元気,"ありがとうございます。様々な考えを持って実施されたということで感謝を申し上げます。

今回、こういったニーズがあるということで、４か月以上のお子様でも対応が可能、様々な、外出困難である等の利用条件の上で利用が可能とのことです。実施事業者さんは、今回の訪問型について、利用者数についてはどれぐらいの見込みを持っているのかという点が１点です。

また、内容の米印１、病気や疾患などの事情により、子や母親が外出困難である等の利用条件ありとのことですけれども、できれば条件は緩くした上で、どなたでも活用できればというような御意見もあるかと予想されます。どういった条件であって、また、あまりに厳し過ぎると使えないということもあるかと思いますので、その点についてはどのようにお考えなのかという点について併せて教えていただければと思います。",,2025/7/29,福祉保健委員会,議員
,令和7年 福祉保健委員会(7月29日),武田健康推進課長,高橋元気,"訪問型だけの数の見込みというのは、実はなかなか難しいというところでございまして、まずは日帰りが利用できない方がお使いになるケースが多いのではないかというふうに見込んでおります。日帰りと合わせて、おおむね900人ほどの方が５回ぐらい使われるのではないかというふうなことで見込んでおります。

また、病気などの事情によってケアが受けられないというような方だけではなくて、多くの方を対象とすべきではないかということですけれども、実は、今までのほとんどの産後ケアが、逆に、医療的ケアが必要なケースについては受け入れることができませんというところが多かったということがございまして、今回、日本プライベート看護株式会社のほうが、逆に、そういった方々に対して対応することができますということで、つつみ式とは別に事業を開始していただくということになったところでございます。

どういった方が実際使われるかは、実は、利用希望の方と、日本プライベート看護株式会社さんのほうとでやり取りをして、どういうケアが必要かですとか、ある程度把握した上で介入することとなっておりますので、この場で細かく条件だとかをお示しすることはかなわないのですが、ただ、プライベート看護株式会社が入らないような場合においても、つつみ式のほうもかなり実績があって、しっかりと御対応いただけるような事業者でございますので、その点は門戸が狭いというふうには考えていないところでございます。

以上でございます。",,2025/7/29,福祉保健委員会,理事者
,令和7年 福祉保健委員会(7月29日),高橋委員,高橋元気,"それぞれありがとうございます。

これも、ニーズを見て、さらにどういった方が利用するのかというような状況も踏まえてのことであるかとは思いますが、様々な御事情のある方が多いかと思いますので、できる限り受け入れて、さらに保護者の方々のケア、休息にも充てられるような形で活用をしていただければと思います。ぜひよろしくお願いいたします。

私からの質問については、以上になります。",,2025/7/29,福祉保健委員会,議員
,令和7年 福祉保健委員会(7月29日),黒原委員,黒原裕司,"参政党の黒原です。よろしくお願いいたします。

私も、それぞれ資料１、２を伺っていきたいと思います。

まず、資料１ですけれども、単純な確認とはなりますが、事業者が２者おられるという中で、単価については違いがあるということでございます。こちらについては、純粋に、言い方が適切かあれですが、値決めといいますか、各事業者の事情だけによるもので、特に内容そのものに何か違いが出るわけではないという理解でよいか、その点をまず教えてください。お願いいたします。",,2025/7/29,福祉保健委員会,議員
,令和7年 福祉保健委員会(7月29日),武田健康推進課長,黒原裕司,"サービスの内容としては、どうしてもそこは違いは出てくると思います。金額は、各事業者の提示に基づいて、そこから定めておりますけれども、サービス内容としては、対象となるお子さんやそのお母様が異なってきます。例えば、出産に伴って心機能がかなり落ちてしまったお母様ですとか、そういった方々も見ていくことになりますので、決して同一ということにはならないというふうに考えております。

以上でございます。",,2025/7/29,福祉保健委員会,理事者
,令和7年 福祉保健委員会(7月29日),黒原委員,黒原裕司,"御答弁ありがとうございます。

そうしますと、理解としては、今回２者あって、１つのほうに、先ほどもありましたが、特に利用条件もあるというところで、どちらかというと日本プライベート看護株式会社のほうは体調がより思わしくないような御家庭を対象として見ている、そういった違いがあるという認識でよろしいでしょうか、確認させてください。",,2025/7/29,福祉保健委員会,議員
,令和7年 福祉保健委員会(7月29日),武田健康推進課長,黒原裕司,"おっしゃるとおりで、プライベート看護株式会社のほうは、例えばＮＩＣＵ勤務の経験があるですとか、より重いお子さんを診る機会の多かった方々、そういった御経験豊富な方々が立ち上げているような訪問看護の会社ですので、産後ケアについては、そういった方々が中心に動いてくださるというふうに伺っております。自然と、対象もそういった、出産を機に、身体的になかなか重い状況になってしまったですとか、何らか負荷がかかったですとか、お子さんにもそれなりのケアが必要というようなケースに対して対応いただける方々ということでございます。

以上です。",,2025/7/29,福祉保健委員会,理事者
,令和7年 福祉保健委員会(7月29日),黒原委員,黒原裕司,"御答弁ありがとうございました。内容の違いというところで出てくるということを理解いたしましたので、ぜひそうした点も含めて周知を改めてお願いできればと思っております。

資料１については以上でして、資料２のほうで伺いたいと思います。

予防接種事業で、新型コロナウイルス感染症定期予防接種については、都の補助がなくなるので、自己負担額が3,500円になりますということです。こちらは定期接種になったわけですけれども、こちらについて、実際のところ、利用状況については、今、どのような把握をされていますでしょうか、教えていただければと思います。お願いいたします。",,2025/7/29,福祉保健委員会,議員
,令和7年 福祉保健委員会(7月29日),武田健康推進課長,黒原裕司,"コロナワクチンの実績でございますけれども、全体で、60歳以上の方々全てで接種率が28％ほどとなっております。これは年代によって少し接種率は異なっておりまして、75歳以上ですと40％近い接種率となっているところです。

以上でございます。",,2025/7/29,福祉保健委員会,理事者
